importer_name,import_vol_2015,import_val_2015,import_vol_wma_spp_th,import_vol_wma_nonspecific,import_val_wma_spp_th,import_val_wma_nonspecific,ratio_vol,n_spp_imports,n_thr_spp_imports
Latvia,75167.10891363653,115138333.07821988,906.9248362189334,12358.862050398511,1691471.2891276288,22356704.023972984,0.1644184834167064,197,5
Lebanon,14919.982228003955,23835791.022094093,274.77555529315555,9435.553344242644,610853.2779578292,12580975.471707728,0.6324104948685964,184,5
Lesotho,650.6913129113111,791138.9585968205,5.731851915711112,428.79021532222225,16965.99967147757,438278.6224631837,0.6589763945114573,79,3
Liberia,4232.355556683622,4886682.605632934,66.62222240053333,1590.8822239392,222124.50138063933,1817204.4357529753,0.3758857691969952,143,6
Libya,23920.6977830918,40696382.41771705,26.66444484237778,7020.631142056155,73633.54259032052,8552590.388227414,0.29349608467603505,136,3
Lithuania,123310.71091845185,119682232.53538533,616.8474295265555,26913.03463849827,992941.0933443088,26493586.847805917,0.21825382757136536,244,7
Luxembourg,6941.102627671177,19761858.591225024,190.62003880726664,1788.2244063008886,308299.9368316282,2835545.1207926576,0.2576282908095913,203,7
Macau,8990.859000749222,15324470.574692892,37.033333440688885,8010.281001278245,164371.99741088672,13196224.89230755,0.8909361164056444,209,7
Macedonia,2504.967454728489,4842158.717972081,41.637333334311116,1546.7098682947558,122264.1436865543,2241032.5864888076,0.617457071298518,159,6
Madagascar,11200.754681405955,16886912.19294199,149.1983702544889,5067.1609459922665,376023.2207610929,6569526.458105693,0.45239460108916696,208,9
Malawi,192.88226700917778,318195.81835697213,3.1933333992444446,102.13208147975556,5384.136306898924,158377.88325162392,0.5295047754436434,115,6
Malaysia,237573.72069580606,372056867.22257364,427.7094855505334,196545.4737816998,1065781.1603567172,245644980.51183426,0.8273030923035481,225,6
Maldives,1495.2626283303778,2446654.546673173,9.633333274511111,1197.3568130544888,15365.225950546777,1776989.0736234102,0.8007668956399098,115,4
Mali,11885.650526112668,15084285.88594839,98.70992717102222,8443.72637989789,286043.72859333793,8144994.174060332,0.710413482320307,162,5
Malta,11480.401347169245,12045608.300204685,118.95825384328889,3860.5623583680217,326680.9656799636,4682512.8756029215,0.3362741633871477,201,8
Marshall Is,1270.5357032353334,1231970.5420009228,1.7288888917333332,1042.2801742897777,4727.584588918745,969798.1686261258,0.8203470171170174,76,1
Mauritania,2719.0372462441333,2408254.09289734,4.704444428822223,1615.0997703795333,13014.552342451256,1472449.6114453406,0.5939969276296257,119,4
Mauritius,161965.68302024063,272018898.6522994,7725.609130169489,61176.7105632262,20060353.20521895,82733926.7800007,0.37771402819683125,297,10
Mayotte,420.4066663964667,611672.0918815233,1.464444423711111,202.57777871702226,4723.72857387071,261761.4492375904,0.48186148058361244,108,5
Mexico,93543.76886308091,145703210.61264592,1059.7622222987777,49391.00441151352,2519699.7089514267,70730884.469988,0.527998871670508,260,10
Micronesia,1485.9441481368444,1895225.5786709974,42.97999993253333,779.6095392161334,117568.49704107986,836132.0050119647,0.5246560176529173,78,2
Moldova Rep,10337.345740849465,10818228.029038606,98.02151149288889,5245.574017493777,202735.089681249,5187853.960877622,0.5074391578841326,185,6
Mongolia,667.3026675806667,966084.3174991155,5.0718518821777785,350.63515607584446,17305.19101573623,502219.7909753556,0.5254514527074898,118,6
Montenegro,995.5266665712888,1575039.9481517423,0.23111111075555554,762.6133327972221,1843.719249473376,1348937.915599171,0.7660400855195093,99,3
Montserrat,9.733333476755556,17341.505893658745,0.33777778273333336,4.391111176311111,680.0647243569531,5326.565620927106,0.45114155256240274,59,3
Morocco,38739.40680288407,92690843.07722662,205.53754855746666,25920.52353721287,559777.4017353685,63762864.76569133,0.6690996501083011,258,10
Mozambique,20109.953441728845,20795331.737558715,152.44222422831112,19017.31979630671,271038.31198756024,18536360.140368752,0.9456670226219976,186,9
Myanmar,14839.692421171643,18748773.09046055,0.7629629776222223,14010.533124050377,1513.326370552614,17046802.67931657,0.9441255739277781,111,2
Namibia,218030.399722418,482221810.3383843,2390.0662586250887,103713.9395445618,7565720.102454089,176535379.58736783,0.4756856827149039,300,11
Nepal,2264.229551681711,3870437.382480393,43.38302257706667,1255.131272365111,122595.4713144256,1675661.897702924,0.5543303996862365,151,4
NethAntilles,315.0925946747778,487388.4080600208,4.7377778642,236.89926093202223,14111.518485347679,343598.6407764151,0.7518401413925242,127,4
Netherlands,801166.0857870161,1206677542.9765842,15556.237964780688,280483.2570691493,21052541.952830404,399587906.07674885,0.3500937721216942,341,10
New Caledonia,1603.0355542973334,3742425.7444061446,66.75054066177778,546.9420311645556,181414.0240267031,723766.5399638544,0.3411914537380922,122,5
New Zealand,101935.67135365444,231128028.50003278,14050.881112922756,63059.701491794134,24675005.413658094,76986155.50789459,0.618622516086793,256,8
Nicaragua,7818.952699743865,12651269.598514123,29.479999904222222,2813.389302291511,70960.16688813902,4535453.769198602,0.3598166417330639,189,6
Niger,2571.9582790395334,3900840.6990887504,32.3408142034,1391.792203836,92159.32230676849,1703736.7219713966,0.541141050062347,132,4
Nigeria,620450.1969000913,702396289.6429064,29390.511806843842,284345.709755787,36011732.91624795,317295881.9058247,0.45828933760750196,308,11
Norway,449975.4883199547,471957978.1369884,2255.9807014880444,236748.78366380796,4118477.7119438965,248125701.83763254,0.5261370670383448,293,9
Oman,40863.342734587444,69444049.12296744,10.40592600977778,36354.26966306122,30227.499068668447,51948186.78497566,0.889654816033695,137,3
Pakistan,1284.026346689889,2298819.399094403,0.2288888954888889,1251.7959987730444,625.888465165064,2198626.6001172685,0.9748989979840121,82,1
Palau,247.81111243962224,349638.5792361075,8.391111005444445,137.21703781582224,23263.011430052196,180505.6367919363,0.5537162416364778,80,3
Palestine,336.2623559193111,453631.01811068,0,312.19450398146665,0,383936.6460448963,0.9284253752637724,0,0
Panama,41282.32261762982,81903094.44380118,454.0010009186444,21942.0082228274,1256069.079710815,35512210.56143177,0.5315109914251035,210,7
Papua N Guin,12191.696907028245,18080088.38542521,64.47333309442223,4725.760178751067,151095.87986311904,5242396.407733152,0.38762119947607704,112,3
Paraguay,1003.321482665,1233512.968355784,9.842222235200001,497.1948153880889,24681.450705477113,585859.2448498373,0.495548858445103,136,5
Peru,81046.98062766115,105648811.44150478,2480.8447137884,31687.328161367444,4907012.164460335,39857012.61651228,0.3909748138174642,255,9
Philippines,174431.32269051502,193826471.30685908,819.3333372357333,98970.91986140181,2118829.7678544307,108574667.13395043,0.567391901493524,280,8
Poland,306079.82168288535,379439971.6553794,2714.871063635667,129304.2299005193,4306714.0269090915,180225376.3576169,0.42245264385473025,263,7
Portugal,269706.3825581696,507701938.8128112,6214.145802420156,95874.51586462201,17377368.92568598,156757302.47176364,0.35547737118881134,325,11
Qatar,11919.431791420133,17607941.15022239,53.62148107464444,8259.0804993982,136358.33085796007,9424511.569879679,0.692908910753889,134,4
Reunion,1.0666666984000002,2372.550639110579,0,1.0666666984000002,0,2372.550639110579,1,0,0
Romania,37953.105736252466,51045060.83596869,527.2662639134667,8377.570876094045,901353.3137211262,10372768.60789772,0.22073479135837532,261,9
Russian Fed,531292.1273679555,603625285.1910635,1281.9460511555112,306381.918916404,2253060.5860861735,348476913.6527048,0.5766731768344348,244,8
Rwanda,654.1932413184,1151301.4019384892,10.899726027777778,265.45432134055557,31958.892694661725,333785.6288976433,0.4057735613495237,102,4
Samoa,2412.4622184389113,2980577.119066434,38.49333293137778,1367.0733360107556,112029.7693637435,1639800.1845775207,0.566671397198245,151,5
Sao Tome Prn,15.30444457997778,30432.451890025593,1.2177777946666666,6.155555599911112,3242.1725465364193,8589.118461038346,0.4022070561099741,55,3
Saudi Arabia,89632.01881795489,126923759.46365942,234.6333338256,68408.48802901623,567793.3028630833,85087224.76894435,0.7632148525847193,179,6
Senegal,29920.459932001068,40268626.96919668,248.04050638475556,26749.3735488294,678055.320310263,34221226.19910853,0.8940161217314688,153,5
Serbia,15302.314220007422,22326722.541350164,819.1451192086223,3699.297662228156,1382541.852297304,5141480.132494206,0.24174759510502075,182,6
Seychelles,40440.12921717986,56416958.031951465,1083.8400063783336,26041.673826155733,2961871.555648517,29535324.687655676,0.6439562466851034,216,7
Sierra Leone,668.3688915838,991248.0764238428,0.9400000086444444,458.0177803087555,2609.441802422625,711517.7365348301,0.6852769272720248,104,3
Singapore,116973.1319376837,198059175.7687194,553.7543667012445,90036.62970667091,1503006.9121132966,129207272.1888263,0.7697206034855684,218,5
Slovakia,12026.991666358466,16155768.391783684,451.5335468733111,3435.816014189111,760773.6532917575,3852081.9945043246,0.285675429858297,220,5
Slovenia,11408.6971308334,16594999.562352048,351.26700787646666,3557.0900047809996,793366.0040351185,4576492.724847639,0.3117875743381362,227,6
Solomon Is.,679.6109172562667,916339.3807139803,28.268889078266668,406.5297318827778,78184.47871019096,412930.08917907864,0.598180108000655,69,3
Somalia,1231.2503719149777,1641072.7475286005,6.3133334178444445,813.8614792510222,17600.32506753588,1037843.4123255988,0.6610040474426124,78,4
South Africa,107234.53794493138,194721251.08446506,2176.286671260578,73574.87882392426,4606942.54117467,119439280.87181424,0.6861117717661774,310,10
Spain,1075003.8257393697,1769332346.59007,23920.2688683768,531341.2105939419,57742344.08645269,828368725.8832768,0.49426913455726,368,11
Sri Lanka,43788.9590534046,52557654.0241821,177.47718463604443,28839.025423926447,589310.3469678311,24279437.112031586,0.658591253305534,172,7
St Helena,265.14222839057777,293197.6478433459,0.6474074204,25.439748300711113,1215.8882107908291,93903.39078516807,0.09594755409250061,77,3
St Kitts Nev,388.0603191414222,812790.7845950151,13.040000121977778,174.31504480922223,24588.782417936054,318458.6492062967,0.44919574666869244,120,4
St Lucia,487.5986659166222,1111731.8682395855,18.326666622066668,176.46622259417776,38807.17582826643,281614.55640186596,0.36190874776583765,94,4
St Pier Mq,121.2155025484,286733.06835879147,1.2935481532,22.49399265891111,3370.96625826538,28632.30989944714,0.18557026276345726,113,6
St Vincent,168.17600101846665,249744.4331819911,3.0266667057555554,117.66634149842221,6949.304846383867,159078.60215886997,0.6996619064898671,101,4
Sudan,1178.3072062633555,1652683.6640971184,9.80888896231111,577.3027642088223,26456.30884059108,734573.9941636953,0.4899424879523254,126,3
Suriname,1472.5745896242445,1739824.494545661,116.27837885108889,661.6717724521778,128682.95827462828,791397.3548974837,0.4493298859795048,120,4
Swaziland,415.3943340832222,842166.4741026489,3.888651905577778,286.34623740897774,13104.782554212064,533155.2268378056,0.6893359247206527,119,5
Sweden,687413.4395112261,967361477.8904059,11442.4966089794,231138.11693819662,19099108.39558051,296888798.92004013,0.33624323246072046,347,10
Switzerland,38251.895688941026,67550156.02643715,837.9740420136889,15181.683852637621,2053452.7942288104,22679822.076224357,0.3968870974681337,251,7
Syria,7344.453339069888,9070695.48496197,39.09999971217778,5304.957781686444,69234.88486794595,6066676.879111836,0.7223080516375465,146,6
Taiwan,355709.4013855401,641320122.9558338,5873.597972934423,182621.0997611786,12055995.51448432,274880082.4361465,0.513399699445229,337,9
Tajikistan,365.6533337852667,746304.5292356347,5.3688889628,214.5222225958,14202.863025940796,310188.0855969524,0.5866819820157313,83,5
Tanzania,6434.888142149755,8319266.134145078,118.98222216151112,3661.234961051489,164606.33562818775,4613185.023415063,0.5689663720911783,218,8
Thailand,1006910.1334691785,1424360109.7945933,13271.167962598376,453023.3729489546,36559846.868106596,635102293.9469403,0.4499144043650859,359,12
Timor Leste,636.9177778251556,1248514.2998990777,9.96666685551111,329.15333438242226,25157.667555475004,650561.7162080959,0.5167909357254278,113,4
Togo,13474.120724116201,16696813.658673918,92.85333443975556,9442.078212490178,305775.58614630584,10158100.391287548,0.7007565395781702,166,7
Tonga,412.12056318202224,872752.3156381642,29.32888900337778,157.91736319682224,53116.769307151655,338943.5294491375,0.3831824405400381,126,5
Trinidad Tob,6514.219713053555,8958724.459091377,142.44888765371113,3478.9579338534,391164.44894527784,4122446.7354173865,0.5340559709526025,135,5
Tunisia,23151.765418853935,39112239.94190612,426.3244444808,8176.118126886023,1798188.8215563013,10747887.913733719,0.3531531172230908,230,9
Turkey,70797.80835099838,93861433.69146499,5117.599632005889,16108.631346489088,6482632.035335505,17918591.167292003,0.22753008492334106,264,9
Turkmenistan,449.3966237843778,531656.3817753016,9.9517037178,201.173867701,10695.29703122088,218429.5528444446,0.44765326896964847,83,3
Turks Caicos,988.8752738657778,2244348.5267415424,43.079259368777784,403.8038735569778,75150.62077796596,637203.7364249098,0.4083466178483769,99,5
Tuvalu,25.866666633355557,40278.88087553212,0.03555555608888889,21.642222178511112,97.22539130189168,32967.98243511222,0.8366838481848703,45,1
Uganda,2150.202787931489,3979730.434910687,41.06431847213333,1417.0145662728,57582.52248402092,1872991.595784747,0.6590143842367437,191,6
UK,455226.0952263856,808077568.197505,39776.78896406822,127985.01046009798,52618847.193395995,161585733.89990985,0.28114603227315116,338,10
Ukraine,217725.97723972937,239330122.0870955,4566.081980811422,43077.761795699735,8001960.050282633,53571635.95056961,0.19785311032623606,228,7
Untd Arab Em,121311.53928289564,195793104.65498838,1528.8432610352222,71525.27771598562,4205954.881314631,88982280.37001215,0.5895999518165405,134,3
Uruguay,45729.58372669005,107211853.54406968,494.2467418090222,25181.13084192569,1181889.23370925,54499463.215734504,0.5506529644447372,243,8
USA,1089830.8567579314,2443443135.7819767,15843.530655482422,548622.5511616429,51366508.9073222,901989189.7835861,0.5034015579203779,347,12
Uzbekistan,1626.8321492855778,2419716.4066717788,35.97333341688889,634.0357579079555,155899.33653314886,741732.0111569943,0.3897364323580597,91,4
Vanuatu,4602.190111826199,8798493.395795492,0.19111111086666668,3155.3869170636444,522.5864697404461,4618683.813571976,0.6856272427675858,78,1
Venezuela,34899.708695715024,57549120.447605856,215.43306598542222,8721.946266692823,598229.0005469061,12612483.90499234,0.24991458647228482,213,9
Viet Nam,124769.98294345745,173226383.92409846,628.4613787669999,68297.44152947904,1377446.616412451,81878342.63191715,0.5473867986375351,253,8
Yemen,47172.73652578602,62162431.15176563,75.58221495606668,40996.97062512391,213866.76715660596,50094335.68803788,0.8690818817075356,102,3
Zambia,14459.081966961267,16173358.827440687,112.01066923815557,7894.5974104113775,290221.4879261401,7980561.729556514,0.5459957574381545,167,7
Zimbabwe,7294.365612201956,8876246.923493156,37.91668192491111,4636.4285281069115,130343.23006541267,4776594.277044037,0.6356177870151082,144,6
